name,line
Interviewer,"I know, and I feel like people wouldn't expect that from me. I have to write when all the dust has settled, because I really need things to be calm for me to try and put my finger on what I'm seeing or picturing. It's hard to write if I'm not feeling stable in my own life, but then I like to mix up where I'm physically at and write somewhere crazy."
Grimes,Like where?
Interviewer,"If I could write in the middle of a crime scene, I probably would. Do you feel like you write when you're in love?"
Grimes,"I so need to be in love to make good art. The best is being heartbroken, or in a volatile relationship. My worst creative periods have been when I've just been in a stable relationship. In my current relationship, we're both super alpha, crazy people. It's just level ten all the time, which is great, even though it's very crazy."
Interviewer,"I don't know if that's what I would have thought, honestly."
Grimes,"On my last record, I was in this gender-neutral mindset. I was an asexual person. Fuck my sexuality. Fuck femininity. Fuck being a girl. I was having this weird reaction to society where I just hated my femaleness. It was like, to be a producer, I felt like I had to be a man."
Interviewer,"I think it also comes down to a general lack of passion, too. Sometimes having a bit of that neutrality can swing us into something that's opposite, where suddenly there is a real power struggle. I can see how you can feel alive in volatility, and I've done it before. There are a thousand places to write from."
Grimes,"I love fixing problems with writing. Almost all my good songs are from some nightmare day where I'm just bawling my eyes out, and then I have to sit down and put it into a thing. I make so much music if I'm in a fight with my boyfriend or a friend, and I just want to impress them."
Interviewer,That's so funny.
Grimes,"I love trying to win somebody back by writing them a song. On my last record I was like, ""I don't care. I'm not trying to impress anybody."" And on my new record I'm trying to impress everyone."
Interviewer,"When I think of your work as a whole, a lot of it is about creating and inhabiting alternate landscapes. Where does the desire to be a world-builder come from? Were you reading a lot of sci-fi as a kid?"
Grimes,I feel like any world-building I've done has been premature.
Interviewer,Why?
Grimes,"It's all been untethered strings that don't really come together. When I was three, my dad read me Dune and The Lord of the Rings. I never read children's books. I've always been really thankful to him for that."
Interviewer,"There are so few representations of women on screen that are wholly authored by women. You have such authorial control over the whole process, from conception to execution. When I see you do these things, it feels like a political act, like you're saying, ""Fuck all of the bullshit stereotypical patriarchal roles that women are allowed to be inside entertainment,"" whether that's the virgin, the whore, or the mother. It feels like you're making characters that are mischievous and carnal and brilliant. I've had so many moments watching your work where I've been like, ""Oh my god. If I could embody that character in a film, that's the role I want to play.""."
